transactionId,transactionType,transactionDate,transactionStatus,merchantName,storeName,deviceName,location,totalAmount,cardHolderName,cardType,currencyCode,failureReason
TXN000543,CASHBACK,2025-03-12 13:05:50,,Peterson Group,and Sons,POS-6257,Pooleside,197.62,Jacqueline Morgan,VISA,EUR,
TXN000544,REFUND,2024-12-26 13:05:50,,Harris-Butler,Ltd,POS-2689,Russellfort,957.85,John Frank,RUPAY,INR,
TXN000545,PURCHASE,2024-08-26 13:05:50,,Simpson Inc,and Sons,POS-6439,East Aprilville,239.25,Sarah Lopez,VISA,GBP,
TXN000546,CASHBACK,2025-03-02 13:05:50,,Martin and Sons,Inc,POS-3609,Atkinshaven,920.58,Megan Brown,VISA,INR,
TXN000547,CASHBACK,2025-06-08 13:05:50,,Gonzalez Inc,Inc,POS-6487,New Christianburgh,652.07,Jimmy Warren,VISA,INR,
TXN000548,PURCHASE,2024-08-17 13:05:50,,Parker Ltd,LLC,POS-3936,West Joshua,260.86,Nicholas Simpson,VISA,EUR,
TXN000549,REFUND,2025-04-07 13:05:50,,Hickman-Estrada,and Sons,POS-2211,Lake Christine,413.93,James Lawrence,VISA,INR,
TXN000550,PURCHASE,2025-07-03 13:05:50,,"Moody, Campbell and Carson",Group,POS-3599,East Jasonport,336.1,Corey Ray,RUPAY,EUR,
TXN000551,CASHBACK,2024-10-11 13:05:50,,Kim-Kennedy,LLC,POS-4242,Lake Michaelchester,915.68,Ryan Sandoval,VISA,EUR,
TXN000552,REFUND,2024-10-12 13:05:50,,Watkins Group,Group,POS-8366,Lake Molly,597.22,Darlene Williams,AMEX,INR,
TXN000553,REFUND,2025-05-20 13:05:50,,Wall LLC,Ltd,POS-1273,Karenfurt,424.6,Daniel Mayer,MASTERCARD,GBP,
TXN000554,PURCHASE,2024-08-04 13:05:50,,Stewart PLC,Ltd,POS-7308,North Christopherstad,766.55,Ashley Myers,VISA,EUR,
TXN000555,CASHBACK,2024-11-07 13:05:50,,"Gonzalez, Lopez and Hayes",and Sons,POS-7772,Port Walterburgh,760.01,Renee Bass,MASTERCARD,EUR,
TXN000556,CASHBACK,2024-12-11 13:05:50,,Jones LLC,Ltd,POS-7246,Whiteheadborough,999.45,Brian Sanchez,MASTERCARD,INR,
TXN000557,PURCHASE,2024-07-25 13:05:50,,"Clark, King and Williams",Inc,POS-3593,New Tina,909.46,Deborah Taylor,VISA,INR,
TXN000558,CASHBACK,2025-04-15 13:05:50,,Malone PLC,PLC,POS-2617,East David,996.11,Shane Hanson,AMEX,EUR,
TXN000559,REFUND,2025-03-09 13:05:50,,Hancock Group,PLC,POS-9546,North Robert,903.8,Lisa Gentry,RUPAY,INR,
TXN000560,CASHBACK,2024-12-13 13:05:50,,"Anderson, Price and Richardson",PLC,POS-9036,Port Jennifer,469.46,Ian Williamson,AMEX,INR,
TXN000561,REFUND,2025-03-11 13:05:50,,"Hebert, Hampton and Dickson",Ltd,POS-5667,Williamsmouth,381.66,Ryan Johnson,VISA,GBP,
TXN000562,CASHBACK,2024-10-28 13:05:50,,Farmer-Hawkins,PLC,POS-9226,Blackburnport,210.97,Cassandra Beck,AMEX,GBP,
TXN000563,CASHBACK,2025-06-30 13:05:50,,Wilson-Joseph,Group,POS-1353,Brittanyport,420.35,Louis Nelson,VISA,INR,
TXN000564,CASHBACK,2025-07-05 13:05:50,,Smith Inc,Group,POS-1480,East Christopherview,497.89,Benjamin Brown,RUPAY,INR,
TXN000565,CASHBACK,2024-11-19 13:05:50,,Jarvis PLC,PLC,POS-9583,Port Marymouth,450.46,Ronald Franklin,RUPAY,EUR,
TXN000566,CASHBACK,2025-07-06 13:05:50,,Patel Ltd,PLC,POS-6828,Chandlerfurt,218.15,Logan Allen,RUPAY,USD,
TXN000567,PURCHASE,2025-05-30 13:05:50,,Poole-Jackson,and Sons,POS-3708,Browntown,790.43,Tyrone Jacobs,RUPAY,EUR,
TXN000568,REFUND,2025-02-07 13:05:50,,Kirk and Sons,PLC,POS-8212,Lake Richardview,861.51,Andrew Thompson,MASTERCARD,GBP,
TXN000569,REFUND,2024-11-09 13:05:50,,Reilly-Hernandez,and Sons,POS-6589,Kennethfurt,712.36,Patricia Hunt,MASTERCARD,USD,
TXN000570,REFUND,2024-10-30 13:05:50,,Adams Inc,LLC,POS-5322,Tiffanyshire,399.9,Michael Cook,VISA,INR,
TXN000571,PURCHASE,2024-11-02 13:05:50,,Hill-Gray,Inc,POS-3288,South Jamesburgh,153.95,Samantha Serrano,AMEX,EUR,
TXN000572,PURCHASE,2025-07-05 13:05:50,,Callahan-Curtis,PLC,POS-9022,Lucaschester,476.16,Joshua Sweeney,VISA,EUR,
TXN000573,CASHBACK,2024-11-22 13:05:50,,Mclaughlin PLC,Group,POS-3218,Saraville,567.52,Alison Peck,VISA,INR,
TXN000574,REFUND,2025-05-13 13:05:50,,"Horton, Glover and Peck",Group,POS-8666,Wayneland,913.71,Dr. John Mccann,VISA,INR,
TXN000575,PURCHASE,2025-05-28 13:05:50,,Daniels-Pierce,Group,POS-2803,Christineberg,313.38,Courtney Fields,AMEX,INR,
TXN000576,PURCHASE,2025-07-15 13:05:50,,Knight-Woodward,PLC,POS-8783,Lake Austin,410.91,George Butler,MASTERCARD,USD,
TXN000577,REFUND,2025-03-04 13:05:50,,Vargas Group,and Sons,POS-8967,Mooreton,437.62,Ronald Gibson,RUPAY,GBP,
TXN000578,PURCHASE,2024-12-11 13:05:50,,"Mckay, Green and Anderson",Ltd,POS-4369,Barryborough,764.34,Deborah Miller,MASTERCARD,INR,
TXN000579,PURCHASE,2025-05-09 13:05:50,,Farley Group,Ltd,POS-8618,Monicaport,328.63,April Walker,AMEX,GBP,
TXN000580,REFUND,2025-03-15 13:05:50,,"Macias, White and Ballard",and Sons,POS-3658,Jameshaven,466.55,Amy Gray,MASTERCARD,INR,
TXN000581,PURCHASE,2024-11-06 13:05:50,,Hughes-Miller,Inc,POS-3528,New Stephanieberg,105.93,Justin Ryan,RUPAY,INR,
TXN000582,PURCHASE,2025-06-04 13:05:50,,Chapman PLC,LLC,POS-6179,East Breanna,171.54,Wanda Crawford,AMEX,USD,
TXN000583,PURCHASE,2025-01-06 13:05:50,,Hensley-Johns,Ltd,POS-6276,Davidborough,761.28,Brittany Ramirez,AMEX,INR,
TXN000584,PURCHASE,2025-04-13 13:05:50,,Torres-Phillips,LLC,POS-5954,East Steven,643.02,Carla Walker,MASTERCARD,EUR,
TXN000585,REFUND,2025-03-17 13:05:50,,Price-Esparza,LLC,POS-2300,Stevenberg,715.87,Jamie Ortiz,AMEX,USD,
TXN000586,PURCHASE,2025-01-06 13:05:50,,Barry Inc,LLC,POS-2462,Lake Timothyton,397.16,Kyle Thompson,RUPAY,EUR,
TXN000587,CASHBACK,2025-05-07 13:05:50,,Harper and Sons,Inc,POS-1945,West Martintown,922.15,Sarah Garcia,MASTERCARD,USD,
TXN000588,REFUND,2024-09-10 13:05:50,,Mclaughlin-Potter,Ltd,POS-2538,East Misty,288.5,Stanley Edwards,VISA,EUR,
TXN000589,CASHBACK,2025-02-14 13:05:50,,Nichols-Mclaughlin,PLC,POS-7602,Lake Kimberlymouth,903.08,Audrey Buchanan,RUPAY,INR,
TXN000590,REFUND,2024-09-01 13:05:50,,"Wright, Mason and Mack",Group,POS-3860,Kaylastad,650.33,Brian Taylor III,RUPAY,INR,
TXN000591,PURCHASE,2025-04-27 13:05:50,,Lang and Sons,and Sons,POS-2403,Matthewhaven,219.31,Troy Young,AMEX,GBP,
TXN000592,CASHBACK,2025-06-02 13:05:50,,Irwin PLC,Ltd,POS-6439,New Tracy,521.19,James Simpson,AMEX,GBP,
TXN000593,PURCHASE,2025-05-08 13:05:50,,Payne-Park,and Sons,POS-6720,New Jessicachester,183.6,Morgan Stewart,MASTERCARD,EUR,
TXN000594,PURCHASE,2025-05-15 13:05:50,,Cannon Ltd,and Sons,POS-8208,Fergusonton,439.87,Joseph Castillo,AMEX,EUR,
TXN000595,PURCHASE,2025-02-03 13:05:50,,Young and Sons,PLC,POS-3195,West Michaelfort,207.34,Richard Cunningham,AMEX,GBP,
TXN000596,REFUND,2024-09-20 13:05:50,,Miller-Reid,Inc,POS-8883,Hullmouth,902.39,Rachel Davis,AMEX,INR,
TXN000597,PURCHASE,2024-09-03 13:05:50,,"Martinez, Smith and Patel",LLC,POS-3952,North Christian,278.87,Eric Cruz,VISA,INR,
TXN000598,REFUND,2025-04-20 13:05:50,,Woods-Gallagher,and Sons,POS-2797,Hollymouth,58.06,Scott Brown,RUPAY,GBP,
TXN000599,REFUND,2024-09-10 13:05:50,,Joyce LLC,PLC,POS-6535,Lake Brian,234.47,Leslie Baker,AMEX,GBP,
TXN000600,PURCHASE,2024-10-25 13:05:50,,"Atkinson, Luna and Walker",PLC,POS-1426,Paulaborough,975.55,Brenda West,RUPAY,EUR,
TXN000601,PURCHASE,2025-06-05 13:05:50,,Montoya-Montoya,and Sons,POS-1306,West Juliefurt,853.85,Meghan Carter,VISA,USD,
TXN000602,REFUND,2025-02-09 13:05:50,,Rivera-Shah,Ltd,POS-4175,Lake Melissa,768.27,Sonya Lucas,VISA,EUR,
TXN000603,CASHBACK,2025-04-19 13:05:50,,Edwards and Sons,and Sons,POS-6895,South Larry,955.89,Victor Alexander,AMEX,GBP,
TXN000604,PURCHASE,2024-12-30 13:05:50,,Santos Group,Inc,POS-1649,Port Tara,600.37,Jason Beltran,MASTERCARD,USD,
TXN000605,REFUND,2025-07-13 13:05:50,,"Walker, Petersen and Smith",PLC,POS-7797,Holtbury,161.93,Maria Strong DDS,MASTERCARD,USD,
TXN000606,CASHBACK,2024-08-27 13:05:50,,"Marks, Rosario and Wolf",and Sons,POS-3118,Lake Johnville,931.88,April Richards,AMEX,INR,
TXN000607,REFUND,2024-11-29 13:05:50,,Banks and Sons,and Sons,POS-6607,East Matthew,528.42,Jennifer Wood,RUPAY,INR,
TXN000608,REFUND,2024-10-27 13:05:50,,Edwards Group,Inc,POS-5986,Brettton,449.23,Michael Pham,AMEX,GBP,
TXN000609,CASHBACK,2025-01-28 13:05:50,,Rodriguez LLC,LLC,POS-7612,South Diane,992.04,Marie Doyle,AMEX,USD,
TXN000610,PURCHASE,2024-07-18 13:05:50,,Martinez and Sons,Group,POS-8650,Johnshaven,755.2,Pamela Espinoza,RUPAY,GBP,
TXN000611,CASHBACK,2024-08-03 13:05:50,,Smith and Sons,and Sons,POS-3126,Ashleyland,920.21,Dawn Anderson,MASTERCARD,GBP,
TXN000612,PURCHASE,2025-04-22 13:05:50,,Coleman-Rojas,Group,POS-4161,Lake Justinside,87.15,Elizabeth Franklin,AMEX,EUR,
TXN000613,CASHBACK,2025-04-15 13:05:50,,Bush-Hester,Inc,POS-8945,Cortezville,130.18,Christine Perez,MASTERCARD,GBP,
TXN000614,PURCHASE,2025-05-20 13:05:50,,"Stone, Noble and Lee",LLC,POS-1891,Phillipsmouth,520.72,Karen Levy,VISA,USD,
TXN000615,CASHBACK,2025-05-09 13:05:50,,"Mcclain, Lewis and Gregory",Inc,POS-3410,West Judith,567.31,Daniel Grant,AMEX,INR,
TXN000616,PURCHASE,2025-05-30 13:05:50,,Fernandez-Lewis,LLC,POS-7171,East Brianton,493.41,Austin Rodriguez,AMEX,EUR,
TXN000617,CASHBACK,2025-03-26 13:05:50,,"Williams, Thomas and Valencia",PLC,POS-8274,Anthonyville,607.02,Nicholas Hicks,VISA,EUR,
TXN000618,REFUND,2025-05-31 13:05:50,,Drake and Sons,Inc,POS-4088,Bakerport,941.04,Lindsey Moyer,MASTERCARD,EUR,
TXN000619,CASHBACK,2025-03-04 13:05:50,,"George, Leach and Garcia",Inc,POS-5515,South Eric,794.55,Elizabeth Wilson,AMEX,EUR,
TXN000620,REFUND,2024-07-20 13:05:50,,Cole-Barrera,and Sons,POS-6505,Nicoleside,550.78,Jesus Faulkner,VISA,GBP,
TXN000621,PURCHASE,2025-06-17 13:05:50,,Larson Group,Inc,POS-4090,Myersville,350.03,Robin Curtis,MASTERCARD,INR,
TXN000622,REFUND,2024-09-20 13:05:50,,"Sanchez, Hopkins and Navarro",PLC,POS-3030,North Jenniferstad,334.93,Daniel Graham,RUPAY,GBP,
TXN000623,REFUND,2025-03-15 13:05:50,,Camacho Group,Group,POS-7285,Joshuaview,872.55,Christian Martinez,VISA,INR,
TXN000624,REFUND,2025-04-23 13:05:50,,Thompson LLC,PLC,POS-2471,Alyssachester,564.74,Christina Brown,RUPAY,USD,
TXN000625,CASHBACK,2024-09-01 13:05:50,,"Gordon, Whitney and Sandoval",PLC,POS-3616,Hudsonshire,857.84,Christopher Jackson,AMEX,GBP,
TXN000626,CASHBACK,2025-06-14 13:05:50,,"Tran, Perkins and Ryan",LLC,POS-7382,Lake Barbara,820.97,Jessica Christensen,AMEX,GBP,
TXN000627,REFUND,2025-07-04 13:05:50,,"Smith, Harris and Nash",and Sons,POS-7626,Port Catherinehaven,860.08,Jason Walton,RUPAY,USD,
TXN000628,PURCHASE,2025-02-15 13:05:50,,"Reyes, Diaz and Franklin",Group,POS-6399,West Sheri,304.85,Brian Gordon,MASTERCARD,GBP,
TXN000629,REFUND,2025-07-15 13:05:50,,"Sosa, Butler and Perry",Ltd,POS-6318,West Matthew,908.3,Jaclyn Edwards,RUPAY,USD,
TXN000630,REFUND,2025-04-18 13:05:50,,Scott Ltd,Ltd,POS-3566,Danaberg,87.47,James Lynch,RUPAY,EUR,
TXN000631,REFUND,2025-01-26 13:05:50,,Santana LLC,Group,POS-3166,Port Justin,694.96,Donald Smith,AMEX,EUR,
TXN000632,PURCHASE,2025-06-01 13:05:50,,Cook-Hopkins,Inc,POS-4969,Walshview,121.24,John Perez,RUPAY,EUR,
TXN000633,PURCHASE,2025-01-07 13:05:50,,Rodriguez Group,Group,POS-6403,Robertstad,271.67,Kimberly Davis,AMEX,GBP,
TXN000634,CASHBACK,2025-06-29 13:05:50,,Martinez LLC,Inc,POS-6104,Meredithburgh,874.82,Kara Pollard,RUPAY,EUR,
TXN000635,CASHBACK,2024-11-18 13:05:50,,Brooks LLC,LLC,POS-1243,West Jeff,526.52,James Morgan,RUPAY,INR,
TXN000636,PURCHASE,2024-10-03 13:05:50,,"Davis, Jones and Skinner",PLC,POS-6716,East Stephen,300.7,Nicole Johnson,MASTERCARD,EUR,
TXN000637,CASHBACK,2025-02-25 13:05:50,,Dominguez LLC,Group,POS-4271,Donnashire,810.8,Mark Short,VISA,INR,
TXN000638,CASHBACK,2025-01-06 13:05:50,,Sandoval Inc,PLC,POS-3528,Frankmouth,308.78,Scott Barry,AMEX,EUR,
TXN000639,REFUND,2025-07-04 13:05:50,,"Haynes, Davidson and Saunders",Inc,POS-2272,Chamberschester,825.04,Carl Rollins,RUPAY,GBP,
TXN000640,PURCHASE,2025-06-09 13:05:50,,Miller-Oneill,LLC,POS-5095,Colonport,540.34,Jerry Bradley MD,MASTERCARD,INR,
TXN000641,CASHBACK,2024-11-29 13:05:50,,Rodriguez Inc,and Sons,POS-2607,Alexandershire,775.01,Marvin Schaefer,MASTERCARD,USD,
TXN000642,REFUND,2025-03-07 13:05:50,,Thomas Ltd,Group,POS-4502,Garrettmouth,541.26,John Jackson,RUPAY,USD,
TXN000643,PURCHASE,2024-08-20 13:05:50,,Moore-Davis,Ltd,POS-1799,West Kimberly,598.28,Ashley Collins,MASTERCARD,GBP,
TXN000644,CASHBACK,2025-04-07 13:05:50,,Hardin-Richards,and Sons,POS-9535,Kennedyside,297.99,Mark Schmitt,VISA,EUR,
TXN000645,REFUND,2024-10-12 13:05:50,,"Rodriguez, Wood and Arnold",LLC,POS-1013,Christopherbury,884.88,Alex Aguirre,AMEX,INR,
TXN000646,CASHBACK,2025-03-25 13:05:50,,Johnson Group,and Sons,POS-5977,Traciville,22.06,Annette Parker,RUPAY,INR,
TXN000647,PURCHASE,2025-01-31 13:05:50,,Moss-Patterson,LLC,POS-5586,Robertshire,828.37,Emily Lara,AMEX,USD,
TXN000648,REFUND,2024-10-03 13:05:50,,Allen-Fuller,Ltd,POS-3442,Mitchellville,358.59,Beverly Bender,VISA,GBP,
TXN000649,PURCHASE,2024-12-09 13:05:50,,Hill-Stewart,Inc,POS-4824,North Barbara,822.66,Zachary Adams,RUPAY,INR,
TXN000650,PURCHASE,2025-04-20 13:05:50,,"Tucker, Mosley and Jackson",Ltd,POS-8443,East Carly,542.55,Samantha Rangel,VISA,USD,
TXN000651,PURCHASE,2025-05-14 13:05:50,,Gonzalez Inc,Ltd,POS-7445,South Christopherborough,389.83,Michelle Welch,MASTERCARD,EUR,
TXN000652,CASHBACK,2024-10-11 13:05:50,,Grimes and Sons,Ltd,POS-2761,South Patrick,39.51,Amy Duran,VISA,GBP,
TXN000653,REFUND,2025-02-24 13:05:50,,"Simmons, Marquez and Dunlap",Group,POS-3804,East Autumnburgh,843.83,Marc Salazar,VISA,INR,
TXN000654,CASHBACK,2024-12-15 13:05:50,,Davidson-Henderson,Group,POS-9499,Jamiechester,208.98,Kathryn Pace,AMEX,EUR,
TXN000655,CASHBACK,2025-07-02 13:05:50,,"Stevens, Smith and Cohen",Group,POS-7802,West Matthewmouth,497.52,Miss Laura Kemp,VISA,EUR,
TXN000656,REFUND,2024-11-26 13:05:50,,"Parrish, Moreno and Brown",Inc,POS-4015,Margaretview,572.23,Mary Davis,MASTERCARD,USD,
TXN000657,PURCHASE,2025-05-18 13:05:50,,"Lee, Turner and Scott",PLC,POS-5811,North Jillbury,759.78,Carlos Ayala,AMEX,INR,
TXN000658,PURCHASE,2025-04-17 13:05:50,,"Franklin, Mathews and Jones",and Sons,POS-7800,Chanland,282.95,Kelly Garrison,RUPAY,USD,
TXN000659,CASHBACK,2024-11-06 13:05:50,,"Ford, Moore and Morrison",and Sons,POS-3659,North Kevin,794.45,Mary Brown,MASTERCARD,GBP,
TXN000660,REFUND,2025-05-14 13:05:50,,Robinson-Bryan,Group,POS-8250,Port Karen,884.82,Justin Smith,AMEX,USD,
TXN000661,CASHBACK,2024-09-06 13:05:50,,Nichols LLC,Inc,POS-9598,North Alicia,235.44,Michael Stafford,RUPAY,GBP,
TXN000662,PURCHASE,2024-09-29 13:05:50,,Price and Sons,Inc,POS-2281,Ayersberg,544.89,Julie Jenkins,MASTERCARD,EUR,
TXN000663,REFUND,2025-07-04 13:05:50,,Moore-Conley,LLC,POS-6228,Jaclynfurt,122.65,Timothy Sanchez,MASTERCARD,GBP,
TXN000664,REFUND,2025-07-12 13:05:50,,Gutierrez Ltd,and Sons,POS-7003,Proctorborough,146.34,Andrew Ortega,MASTERCARD,GBP,
TXN000665,CASHBACK,2024-09-08 13:05:50,,"Jacobs, Mahoney and Johnson",and Sons,POS-5424,Taylorton,781.72,Kristina Clark,VISA,EUR,
TXN000666,CASHBACK,2025-03-04 13:05:50,,Cantu-Perez,and Sons,POS-4165,Port Emily,343.85,Yolanda Thomas,VISA,INR,
TXN000667,REFUND,2025-01-09 13:05:50,,George Group,and Sons,POS-5814,Port Marieborough,67.55,Janet Woods,AMEX,USD,
TXN000668,REFUND,2025-02-23 13:05:50,,Rose-Martinez,Group,POS-4190,Port Kellifort,917.5,Kari Sawyer,MASTERCARD,EUR,
TXN000669,PURCHASE,2025-04-13 13:05:50,,Galloway PLC,LLC,POS-7200,Murphyton,130.46,Kevin Rojas,AMEX,EUR,
TXN000670,REFUND,2024-12-30 13:05:50,,Miller Group,LLC,POS-1440,North Matthew,878.52,John Myers,VISA,GBP,
TXN000671,CASHBACK,2025-05-23 13:05:50,,Hall Inc,Group,POS-5160,Davenportmouth,806.48,Craig Parker,MASTERCARD,INR,
TXN000672,CASHBACK,2025-06-05 13:05:50,,"Jackson, Washington and George",Group,POS-2713,North Sandra,505.12,Brett Harper,RUPAY,INR,
TXN000673,PURCHASE,2025-05-04 13:05:50,,Harris LLC,LLC,POS-2997,Port Catherinehaven,294.24,Meghan Mills,AMEX,EUR,
TXN000674,REFUND,2025-02-18 13:05:50,,"Brock, Wilcox and Nguyen",Inc,POS-5048,Kellitown,940.79,Matthew Johnson,MASTERCARD,USD,
TXN000675,REFUND,2025-04-11 13:05:50,,Smith-Knight,and Sons,POS-6870,Port Joanna,432.21,Robert Gilbert,AMEX,USD,
TXN000676,PURCHASE,2024-11-23 13:05:50,,Mcdaniel-Guerra,and Sons,POS-6754,West Lori,511.58,Mary Taylor,VISA,GBP,
TXN000677,REFUND,2024-11-14 13:05:50,,Cole-Reed,Inc,POS-6224,East Michael,823.31,Thomas Scott,AMEX,GBP,
TXN000678,PURCHASE,2025-02-23 13:05:50,,Herman Inc,Group,POS-1747,Tiffanyshire,416.56,Matthew Bennett,VISA,GBP,
TXN000679,CASHBACK,2025-04-19 13:05:50,,Morales-Bennett,LLC,POS-2116,New Regina,765.25,Katherine Ball,RUPAY,EUR,
TXN000680,REFUND,2024-09-01 13:05:50,,Williams LLC,LLC,POS-2757,New Julie,431.08,Tyler Barr,AMEX,USD,
TXN000681,CASHBACK,2025-06-23 13:05:50,,Kirk Inc,and Sons,POS-7623,Glenfurt,986.33,Elizabeth Estrada,RUPAY,INR,
TXN000682,PURCHASE,2025-03-15 13:05:50,,Barber LLC,Inc,POS-3671,Gabriellehaven,656.91,Erin Arias,VISA,USD,
TXN000683,CASHBACK,2024-09-12 13:05:50,,Griffith PLC,and Sons,POS-3382,Andrewburgh,302.99,Joseph Clark,RUPAY,EUR,
TXN000684,REFUND,2025-05-03 13:05:50,,Cooper-Beltran,Group,POS-4062,Melodyfurt,971.97,Erin Graham,MASTERCARD,USD,
TXN000685,REFUND,2025-05-03 13:05:50,,Cardenas-Holland,Ltd,POS-2685,West Meganmouth,518.25,Susan Hernandez,MASTERCARD,USD,
TXN000686,CASHBACK,2024-10-04 13:05:50,,"Freeman, Bruce and Scott",and Sons,POS-2702,West Marktown,738.85,Todd Hernandez,RUPAY,GBP,
TXN000687,REFUND,2025-01-28 13:05:50,,Garcia-Sanchez,Ltd,POS-2484,West Brent,216.69,Haley Knight,RUPAY,INR,
TXN000688,CASHBACK,2024-07-20 13:05:50,,"Adams, Flores and Johnson",PLC,POS-6571,New Paulmouth,227.57,Tammy Washington,AMEX,INR,
TXN000689,CASHBACK,2024-07-25 13:05:50,,Cruz and Sons,and Sons,POS-2087,Maloneland,805.34,Megan Jones,RUPAY,EUR,
TXN000690,PURCHASE,2024-08-09 13:05:50,,"Anderson, Wilson and Lewis",and Sons,POS-2586,East Stacey,444.86,Blake Wright,AMEX,INR,
TXN000691,REFUND,2024-12-03 13:05:50,,"Hill, Mcmahon and Gonzalez",and Sons,POS-1293,Lauraland,349.83,Robert Williamson,AMEX,EUR,
TXN000692,REFUND,2025-01-14 13:05:50,,"Abbott, Young and Garza",Inc,POS-6872,Elizabethborough,910.75,Matthew Bowers,RUPAY,EUR,
TXN000693,PURCHASE,2024-12-29 13:05:50,,Norman-Mccarthy,Ltd,POS-9821,Chelseabury,315.12,Charles Richardson,VISA,USD,
TXN000694,REFUND,2025-07-06 13:05:50,,"Romero, Simpson and Clark",LLC,POS-8111,Currychester,151.94,Parker Smith,MASTERCARD,USD,
TXN000695,CASHBACK,2024-10-07 13:05:50,,"Burns, Hatfield and Jones",Ltd,POS-5781,Port Maxwellside,964.18,Sarah Colon,AMEX,EUR,
TXN000696,CASHBACK,2025-06-06 13:05:50,,"Ware, Macdonald and Deleon",and Sons,POS-4653,West Paulview,671.01,Kyle Wilcox,AMEX,INR,
TXN000697,PURCHASE,2025-06-15 13:05:50,,Hernandez-Daniel,Inc,POS-8550,Reginafurt,282.28,Shannon Richards,RUPAY,EUR,
TXN000698,PURCHASE,2024-11-29 13:05:50,,Wagner-Velazquez,LLC,POS-1178,Rachelshire,166.26,Cory Davis,VISA,EUR,
TXN000699,CASHBACK,2024-08-04 13:05:50,,Scott Group,and Sons,POS-1813,Garrettside,100.91,Jordan Washington,VISA,EUR,
TXN000700,PURCHASE,2024-11-06 13:05:50,,Kennedy PLC,Ltd,POS-5183,Victoriahaven,318.97,Melody Clark,AMEX,INR,
TXN000701,CASHBACK,2024-07-26 13:05:50,,Bush LLC,Group,POS-9145,Sandershaven,987.52,Kevin Stewart,VISA,EUR,
TXN000702,PURCHASE,2025-03-31 13:05:50,,Baker Ltd,and Sons,POS-4802,Port Steven,107.23,Linda Bell,VISA,USD,
TXN000703,CASHBACK,2024-10-05 13:05:50,,"Petersen, Dean and Medina",PLC,POS-2499,Floresshire,594.07,Lisa Rose,RUPAY,GBP,
TXN000704,CASHBACK,2024-11-30 13:05:50,,Combs-Carter,Group,POS-7479,Paulville,23.92,Beth Washington,AMEX,EUR,
TXN000705,PURCHASE,2024-09-09 13:05:50,,Farmer Ltd,and Sons,POS-5906,Lake Marisastad,558.38,Ronald Black,RUPAY,USD,
TXN000706,REFUND,2024-09-29 13:05:50,,"Holland, Ramos and Walker",Group,POS-5053,Waltersburgh,926.39,Victoria Moreno,AMEX,INR,
TXN000707,CASHBACK,2025-05-18 13:05:50,,Mason-Bauer,Group,POS-6144,Ronaldview,577.58,Robert Bass,AMEX,INR,
TXN000708,REFUND,2024-12-02 13:05:50,,Campos-Riley,LLC,POS-2691,Hendersonside,917.0,Andrew Stanton,AMEX,INR,
TXN000709,CASHBACK,2025-06-09 13:05:50,,Perez and Sons,LLC,POS-8138,Vickiside,867.37,Kimberly Perez,VISA,USD,
TXN000710,CASHBACK,2025-01-31 13:05:50,,"Davis, Duran and Smith",LLC,POS-2727,Wellsberg,561.66,Melissa Roman,VISA,USD,
TXN000711,PURCHASE,2025-02-10 13:05:50,,"Mcgrath, Torres and Reyes",Ltd,POS-8579,Batesfort,119.07,Nathan Bradley,VISA,GBP,
TXN000712,CASHBACK,2025-03-19 13:05:50,,Wright LLC,LLC,POS-5494,New Richard,858.7,Ricky Bruce,AMEX,INR,
TXN000713,PURCHASE,2024-12-25 13:05:50,,"Ochoa, Thomas and Hutchinson",Ltd,POS-8321,Patricktown,908.58,Kelly Gonzales,AMEX,INR,
TXN000714,PURCHASE,2024-09-26 13:05:50,,Smith-Hanna,LLC,POS-5823,Port Bryanbury,115.66,Heidi Bell,VISA,EUR,
TXN000715,REFUND,2024-11-27 13:05:50,,Robertson PLC,LLC,POS-5296,East Brianland,815.7,Shelley Cook,AMEX,EUR,
TXN000716,CASHBACK,2025-04-16 13:05:50,,Leon Ltd,LLC,POS-8443,West Kristen,471.81,Maria Wheeler,RUPAY,USD,
TXN000717,PURCHASE,2024-08-01 13:05:50,,Gardner-Patterson,Group,POS-3825,Fordville,557.25,Jessica Shelton,AMEX,INR,
TXN000718,REFUND,2025-01-15 13:05:50,,Jones-Crosby,PLC,POS-1934,Escobarville,390.05,April Jenkins,AMEX,EUR,
TXN000719,REFUND,2024-11-17 13:05:50,,"Nicholson, Sullivan and Benton",Inc,POS-1726,West Harold,545.19,Joyce Maynard,AMEX,INR,
TXN000720,REFUND,2024-09-04 13:05:50,,Delgado-Edwards,LLC,POS-6240,West Sonyafort,84.36,Jimmy Reynolds,AMEX,USD,
TXN000721,REFUND,2024-09-03 13:05:50,,Lee-Watson,PLC,POS-3847,East Tonyafurt,365.3,Carolyn Barnes,AMEX,INR,
TXN000722,REFUND,2025-07-18 13:05:50,,"Mcneil, Jensen and Thompson",Group,POS-8299,Jamesside,166.19,Haley Lawson,AMEX,EUR,
TXN000723,PURCHASE,2024-08-24 13:05:50,,Burke-Haynes,Ltd,POS-1780,Ballville,386.23,Daniel Vazquez,RUPAY,USD,
TXN000724,REFUND,2025-07-05 13:05:50,,Henry Ltd,LLC,POS-1207,New Kaitlin,464.62,Nicole Wiggins,AMEX,EUR,
TXN000725,CASHBACK,2025-04-19 13:05:50,,Rubio-Gill,and Sons,POS-8622,Lake Joseph,111.67,Betty Lutz,RUPAY,USD,
